Date,Province/State,Population,Deaths,Confirmed
2020-03-17,New Jersey,8882190,3,250
2020-03-17,New Mexico,2096829,0,23
2020-03-17,New York,23628065,13,1578
2020-03-17,North Carolina,10488084,0,64
2020-03-17,North Dakota,762062,0,3
2020-03-17,Ohio,11689100,0,67
2020-03-17,Oklahoma,3956971,0,17
2020-03-17,Oregon,4217737,1,66
2020-03-17,Pennsylvania,12801989,0,112
2020-03-17,Rhode Island,1059361,0,23
2020-03-17,South Carolina,5148714,1,47
2020-03-17,South Dakota,884659,1,11
2020-03-17,Tennessee,6829174,0,74
2020-03-17,Texas,28995881,1,110
2020-03-17,Utah,3205958,0,39
2020-03-17,Vermont,623989,0,12
2020-03-17,Virginia,8535519,2,67
2020-03-17,Washington,7614893,55,955
2020-03-17,Wisconsin,5822434,0,73
2020-03-17,Wyoming,578759,0,11
2020-03-18,Alabama,4903185,0,51
2020-03-18,Alaska,731545,0,5
2020-03-18,Arizona,7278717,0,27
2020-03-18,Arkansas,3017804,0,4
2020-03-18,California,39512223,16,828
2020-03-18,Colorado,5758736,2,218
2020-03-18,Connecticut,3565287,1,96
2020-03-18,Delaware,973764,0,19
2020-03-18,District of Columbia,705749,0,31
2020-03-18,Florida,21477737,7,306
2020-03-18,Georgia,10617423,3,197
2020-03-18,Hawaii,1415872,0,15
2020-03-18,Idaho,1787065,0,9
2020-03-18,Illinois,12671821,1,272
2020-03-18,Indiana,6732219,2,38
2020-03-18,Iowa,3155070,0,38
2020-03-18,Kansas,2913314,1,22
2020-03-18,Kentucky,4467673,1,28
2020-03-18,Louisiana,4648794,6,257
2020-03-18,Maine,1344212,0,35
2020-03-18,Maryland,6045680,0,85
2020-03-18,Massachusetts,6892503,0,252
2020-03-18,Michigan,9986857,1,119
2020-03-18,Minnesota,5639632,0,77
2020-03-18,Mississippi,2976149,0,34
2020-03-18,Missouri,6626371,1,18
2020-03-18,Montana,1068778,0,10
2020-03-18,Nebraska,1934408,0,24
2020-03-18,Nevada,3080156,1,55
2020-03-18,New Hampshire,1359711,0,37
2020-03-18,New Jersey,8882190,5,397
2020-03-18,New Mexico,2096829,0,28
2020-03-18,New York,23628065,17,3038
2020-03-18,North Carolina,10488084,0,92
2020-03-18,North Dakota,762062,0,6
2020-03-18,Ohio,11689100,0,89
2020-03-18,Oklahoma,3956971,0,17
2020-03-18,Oregon,4217737,3,75
2020-03-18,Pennsylvania,12801989,1,155
2020-03-18,Rhode Island,1059361,0,33
2020-03-18,South Carolina,5148714,1,60
2020-03-18,South Dakota,884659,1,11
2020-03-18,Tennessee,6829174,0,100
2020-03-18,Texas,28995881,3,196
2020-03-18,Utah,3205958,0,47
2020-03-18,Vermont,623989,0,13
2020-03-18,Virginia,8535519,2,79
2020-03-18,Washington,7614893,67,1022
2020-03-18,West Virginia,1792147,0,1
2020-03-18,Wisconsin,5822434,0,111
2020-03-18,Wyoming,578759,0,16
2020-03-19,Alabama,4903185,0,78
2020-03-19,Alaska,731545,0,8
2020-03-19,Arizona,7278717,0,45
2020-03-19,Arkansas,3017804,0,62
2020-03-19,California,39512223,18,1005
2020-03-19,Colorado,5758736,4,277
2020-03-19,Connecticut,3565287,3,159
2020-03-19,Delaware,973764,0,30
2020-03-19,District of Columbia,705749,0,40
2020-03-19,Florida,21477737,9,432
2020-03-19,Georgia,10617423,10,287
2020-03-19,Hawaii,1415872,0,25
2020-03-19,Idaho,1787065,0,23
2020-03-19,Illinois,12671821,4,422
2020-03-19,Indiana,6732219,2,60
2020-03-19,Iowa,3155070,0,44
2020-03-19,Kansas,2913314,1,35
2020-03-19,Kentucky,4467673,2,50
2020-03-19,Louisiana,4648794,10,392
2020-03-19,Maine,1344212,0,52
2020-03-19,Maryland,6045680,1,107
2020-03-19,Massachusetts,6892503,0,328
2020-03-19,Michigan,9986857,1,259
2020-03-19,Minnesota,5639632,0,89
2020-03-19,Mississippi,2976149,1,50
2020-03-19,Missouri,6626371,1,39
2020-03-19,Montana,1068778,0,11
2020-03-19,Nebraska,1934408,0,29
2020-03-19,Nevada,3080156,1,95
2020-03-19,New Hampshire,1359711,0,42
2020-03-19,New Jersey,8882190,9,741
2020-03-19,New Mexico,2096829,0,35
2020-03-19,New York,23628065,38,5704
2020-03-19,North Carolina,10488084,0,136
2020-03-19,North Dakota,762062,0,19
2020-03-19,Ohio,11689100,0,119
2020-03-19,Oklahoma,3956971,1,44
2020-03-19,Oregon,4217737,3,88
2020-03-19,Pennsylvania,12801989,1,206
2020-03-19,Rhode Island,1059361,0,44
2020-03-19,South Carolina,5148714,1,80
2020-03-19,South Dakota,884659,1,14
2020-03-19,Tennessee,6829174,0,154
2020-03-19,Texas,28995881,5,306
2020-03-19,Utah,3205958,0,62
2020-03-19,Vermont,623989,2,22
2020-03-19,Virginia,8535519,2,103
2020-03-19,Washington,7614893,73,1374
2020-03-19,West Virginia,1792147,0,2
2020-03-19,Wisconsin,5822434,4,159
2020-03-19,Wyoming,578759,0,18
2020-03-20,Alabama,4903185,0,106
2020-03-20,Alaska,731545,0,11
2020-03-20,Arizona,7278717,0,68
2020-03-20,Arkansas,3017804,0,100
2020-03-20,California,39512223,24,1243
2020-03-20,Colorado,5758736,4,363
2020-03-20,Connecticut,3565287,4,194
2020-03-20,Delaware,973764,0,39
2020-03-20,District of Columbia,705749,1,71
2020-03-20,Florida,21477737,11,564
2020-03-20,Georgia,10617423,14,485
2020-03-20,Hawaii,1415872,0,36
2020-03-20,Idaho,1787065,0,36
2020-03-20,Illinois,12671821,5,585
2020-03-20,Indiana,6732219,3,86
2020-03-20,Iowa,3155070,0,45
2020-03-20,Kansas,2913314,1,48
2020-03-20,Kentucky,4467673,2,64
2020-03-20,Louisiana,4648794,14,537
2020-03-20,Maine,1344212,0,56
2020-03-20,Maryland,6045680,2,149
2020-03-20,Massachusetts,6892503,1,413
2020-03-20,Michigan,9986857,1,402
2020-03-20,Minnesota,5639632,0,113
2020-03-20,Mississippi,2976149,1,80
2020-03-20,Missouri,6626371,3,73
2020-03-20,Montana,1068778,0,20
2020-03-20,Nebraska,1934408,0,37
2020-03-20,Nevada,3080156,2,161
2020-03-20,New Hampshire,1359711,0,53
2020-03-20,New Jersey,8882190,11,890
2020-03-20,New Mexico,2096829,0,42
2020-03-20,New York,23628065,46,8403
2020-03-20,North Carolina,10488084,0,189
2020-03-20,North Dakota,762062,0,26
2020-03-20,Ohio,11689100,3,173
2020-03-20,Oklahoma,3956971,1,49
2020-03-20,Oregon,4217737,3,114
2020-03-20,Pennsylvania,12801989,1,311
2020-03-20,Rhode Island,1059361,0,54
2020-03-20,South Carolina,5148714,3,126
2020-03-20,South Dakota,884659,1,14
2020-03-20,Tennessee,6829174,1,223
2020-03-20,Texas,28995881,4,429
2020-03-20,Utah,3205958,0,95
2020-03-20,Vermont,623989,2,29
2020-03-20,Virginia,8535519,2,123
2020-03-20,Washington,7614893,83,1524
2020-03-20,West Virginia,1792147,0,8
2020-03-20,Wisconsin,5822434,3,219
2020-03-20,Wyoming,578759,0,21
2020-03-21,Alabama,4903185,0,131
2020-03-21,Alaska,731545,0,13
2020-03-21,Arizona,7278717,1,104
2020-03-21,Arkansas,3017804,0,122
2020-03-21,California,39512223,25,1405
2020-03-21,Colorado,5758736,6,475
2020-03-21,Connecticut,3565287,4,194
2020-03-21,Delaware,973764,0,45
2020-03-21,District of Columbia,705749,0,98
2020-03-21,Florida,21477737,13,763
2020-03-21,Georgia,10617423,20,555
2020-03-21,Hawaii,1415872,0,36
2020-03-21,Idaho,1787065,0,42
2020-03-21,Illinois,12671821,6,753
2020-03-21,Indiana,6732219,4,128
2020-03-21,Iowa,3155070,0,69
2020-03-21,Kansas,2913314,2,57
2020-03-21,Kentucky,4467673,3,87
2020-03-21,Louisiana,4648794,20,763
2020-03-21,Maine,1344212,0,70
2020-03-21,Maryland,6045680,2,193
2020-03-21,Massachusetts,6892503,1,523
2020-03-21,Michigan,9986857,3,540
2020-03-21,Minnesota,5639632,1,134
2020-03-21,Mississippi,2976149,1,140
2020-03-21,Missouri,6626371,3,81
2020-03-21,Montana,1068778,0,27
2020-03-21,Nebraska,1934408,0,38
2020-03-21,Nevada,3080156,2,161
2020-03-21,New Hampshire,1359711,0,61
2020-03-21,New Jersey,8882190,16,1327
2020-03-21,New Mexico,2096829,0,55
2020-03-21,New York,23628065,60,11727
2020-03-21,North Carolina,10488084,0,256
2020-03-21,North Dakota,762062,0,28
2020-03-21,Ohio,11689100,3,247
2020-03-21,Oklahoma,3956971,1,53
2020-03-21,Oregon,4217737,4,137
2020-03-21,Pennsylvania,12801989,2,399
2020-03-21,Rhode Island,1059361,0,66
2020-03-21,South Carolina,5148714,3,174
2020-03-21,South Dakota,884659,1,14
2020-03-21,Tennessee,6829174,1,304
2020-03-21,Texas,28995881,5,582
2020-03-21,Utah,3205958,0,118
2020-03-21,Vermont,623989,2,49
2020-03-21,Virginia,8535519,3,157
2020-03-21,Washington,7614893,94,1793
2020-03-21,West Virginia,1792147,0,12
2020-03-21,Wisconsin,5822434,4,282
2020-03-21,Wyoming,578759,0,23
2020-03-22,Alabama,4903185,0,157
2020-03-22,Alaska,731545,0,18
2020-03-22,Arizona,7278717,2,152
2020-03-22,Arkansas,3017804,0,165
2020-03-22,California,39512223,30,1646
2020-03-22,Colorado,5758736,6,591
2020-03-22,Connecticut,3565287,8,327
2020-03-22,Delaware,973764,0,56
2020-03-22,District of Columbia,705749,2,102
2020-03-22,Florida,21477737,13,1004
2020-03-22,Georgia,10617423,25,621
2020-03-22,Hawaii,1415872,0,53
2020-03-22,Idaho,1787065,0,42
2020-03-22,Illinois,12671821,9,1049
2020-03-22,Indiana,6732219,6,204
2020-03-22,Iowa,3155070,0,90
2020-03-22,Kansas,2913314,2,65
2020-03-22,Kentucky,4467673,3,103
2020-03-22,Louisiana,4648794,20,837
2020-03-22,Maine,1344212,0,89
2020-03-22,Maryland,6045680,3,244
2020-03-22,Massachusetts,6892503,5,640
2020-03-22,Michigan,9986857,9,1035
2020-03-22,Minnesota,5639632,1,167
2020-03-22,Mississippi,2976149,1,207
2020-03-22,Missouri,6626371,3,100
2020-03-22,Montana,1068778,0,34
2020-03-22,Nebraska,1934408,0,51
2020-03-22,Nevada,3080156,2,190
2020-03-22,New Hampshire,1359711,0,73
2020-03-22,New Jersey,8882190,20,1914
2020-03-22,New Mexico,2096829,0,57
2020-03-22,New York,23628065,117,15800
2020-03-22,North Carolina,10488084,0,305
2020-03-22,North Dakota,762062,0,28
2020-03-22,Ohio,11689100,3,356
2020-03-22,Oklahoma,3956971,2,67
2020-03-22,Oregon,4217737,5,161
2020-03-22,Pennsylvania,12801989,4,509
2020-03-22,Rhode Island,1059361,0,83
2020-03-22,South Carolina,5148714,3,196
2020-03-22,South Dakota,884659,1,21
2020-03-22,Tennessee,6829174,2,393
2020-03-22,Texas,28995881,7,643
2020-03-22,Utah,3205958,1,162
2020-03-22,Vermont,623989,2,52
2020-03-22,Virginia,8535519,6,220
2020-03-22,Washington,7614893,97,1997
2020-03-22,West Virginia,1792147,0,16
2020-03-22,Wisconsin,5822434,4,381
2020-03-22,Wyoming,578759,0,26
2020-03-23,Alabama,4903185,0,196
2020-03-23,Alaska,731545,0,30
2020-03-23,Arizona,7278717,2,235
2020-03-23,Arkansas,3017804,0,192
2020-03-23,California,39512223,39,2108
2020-03-23,Colorado,5758736,7,704
2020-03-23,Connecticut,3565287,10,415
2020-03-23,Delaware,973764,0,68
2020-03-23,District of Columbia,705749,2,120
2020-03-23,Florida,21477737,18,1227
2020-03-23,Georgia,10617423,25,772
2020-03-23,Hawaii,1415872,0,56
2020-03-23,Idaho,1787065,0,68
2020-03-23,Illinois,12671821,12,1285
2020-03-23,Indiana,6732219,7,270
2020-03-23,Iowa,3155070,0,105
2020-03-23,Kansas,2913314,2,84
2020-03-23,Kentucky,4467673,4,123
2020-03-23,Louisiana,4648794,35,1172
2020-03-23,Maine,1344212,0,107
2020-03-23,Maryland,6045680,3,290
2020-03-23,Massachusetts,6892503,9,777
2020-03-23,Michigan,9986857,15,1329
2020-03-23,Minnesota,5639632,1,234
2020-03-23,Mississippi,2976149,1,249
2020-03-23,Missouri,6626371,4,187
2020-03-23,Montana,1068778,0,34
2020-03-23,Nebraska,1934408,0,51
2020-03-23,Nevada,3080156,4,245
2020-03-23,New Hampshire,1359711,1,101
2020-03-23,New Jersey,8882190,27,2844
2020-03-23,New Mexico,2096829,0,83
2020-03-23,New York,23628065,158,20884
2020-03-23,North Carolina,10488084,0,353
2020-03-23,North Dakota,762062,0,30
2020-03-23,Ohio,11689100,6,443
2020-03-23,Oklahoma,3956971,2,81
2020-03-23,Oregon,4217737,5,191
2020-03-23,Pennsylvania,12801989,6,698
2020-03-23,Rhode Island,1059361,0,106
2020-03-23,South Carolina,5148714,5,298
2020-03-23,South Dakota,884659,1,28
2020-03-23,Tennessee,6829174,2,614
2020-03-23,Texas,28995881,9,758
2020-03-23,Utah,3205958,1,257
2020-03-23,Vermont,623989,5,75
2020-03-23,Virginia,8535519,6,254
2020-03-23,Washington,7614893,109,2221
2020-03-23,West Virginia,1792147,0,16
2020-03-23,Wisconsin,5822434,5,425
2020-03-23,Wyoming,578759,0,26
2020-03-24,Alabama,4903185,0,242
2020-03-24,Alaska,731545,0,34
2020-03-24,Arizona,7278717,5,326
2020-03-24,Arkansas,3017804,2,219
2020-03-24,California,39512223,50,2538
2020-03-24,Colorado,5758736,8,723
2020-03-24,Connecticut,3565287,12,618
2020-03-24,Delaware,973764,0,104
2020-03-24,District of Columbia,705749,2,141
2020-03-24,Florida,21477737,18,1412
2020-03-24,Georgia,10617423,32,1026
2020-03-24,Hawaii,1415872,1,90
2020-03-24,Idaho,1787065,0,81
2020-03-24,Illinois,12671821,16,1537
2020-03-24,Indiana,6732219,12,368
2020-03-24,Iowa,3155070,0,124
2020-03-24,Kansas,2913314,2,100
2020-03-24,Kentucky,4467673,4,162
2020-03-24,Louisiana,4648794,46,1388
2020-03-24,Maine,1344212,0,118
2020-03-24,Maryland,6045680,4,349
2020-03-24,Massachusetts,6892503,11,1159
2020-03-24,Michigan,9986857,24,1793
2020-03-24,Minnesota,5639632,1,261
2020-03-24,Mississippi,2976149,1,320
2020-03-24,Missouri,6626371,7,257
2020-03-24,Montana,1068778,0,51
2020-03-24,Nebraska,1934408,0,66
2020-03-24,Nevada,3080156,4,278
2020-03-24,New Hampshire,1359711,1,101
2020-03-24,New Jersey,8882190,44,3675
2020-03-24,New Mexico,2096829,0,100
2020-03-24,New York,23628065,210,25681
2020-03-24,North Carolina,10488084,0,495
2020-03-24,North Dakota,762062,0,36
2020-03-24,Ohio,11689100,8,567
2020-03-24,Oklahoma,3956971,3,106
2020-03-24,Oregon,4217737,8,210
2020-03-24,Pennsylvania,12801989,8,946
2020-03-24,Rhode Island,1059361,0,124
2020-03-24,South Carolina,5148714,5,342
2020-03-24,South Dakota,884659,1,30
2020-03-24,Tennessee,6829174,2,772
2020-03-24,Texas,28995881,12,955
2020-03-24,Utah,3205958,1,298
2020-03-24,Vermont,623989,7,95
2020-03-24,Virginia,8535519,9,293
2020-03-24,Washington,7614893,116,2328
2020-03-24,West Virginia,1792147,0,22
2020-03-24,Wisconsin,5822434,5,481
2020-03-24,Wyoming,578759,0,29
2020-03-25,Alabama,4903185,1,381
2020-03-25,Alaska,731545,1,41
2020-03-25,Arizona,7278717,6,401
2020-03-25,Arkansas,3017804,2,280
2020-03-25,California,39512223,65,2998
2020-03-25,Colorado,5758736,16,1021
2020-03-25,Connecticut,3565287,19,875
2020-03-25,Delaware,973764,0,119
2020-03-25,District of Columbia,705749,2,187
2020-03-25,Florida,21477737,23,1682
2020-03-25,Georgia,10617423,40,1247
2020-03-25,Hawaii,1415872,0,91
2020-03-25,Idaho,1787065,0,91
2020-03-25,Illinois,12671821,19,1865
2020-03-25,Indiana,6732219,14,477
2020-03-25,Iowa,3155070,1,146
2020-03-25,Kansas,2913314,3,134
2020-03-25,Kentucky,4467673,5,197
2020-03-25,Louisiana,4648794,65,1795
2020-03-25,Maine,1344212,0,142
2020-03-25,Maryland,6045680,4,425
2020-03-25,Massachusetts,6892503,15,1838
2020-03-25,Michigan,9986857,43,2296
2020-03-25,Minnesota,5639632,1,286
2020-03-25,Mississippi,2976149,3,377
2020-03-25,Missouri,6626371,8,354
2020-03-25,Montana,1068778,0,65
2020-03-25,Nebraska,1934408,0,71
2020-03-25,Nevada,3080156,6,323
2020-03-25,New Hampshire,1359711,1,108
2020-03-25,New Jersey,8882190,62,4402
2020-03-25,New Mexico,2096829,1,113
2020-03-25,New York,23628065,285,30841
2020-03-25,North Carolina,10488084,2,590
2020-03-25,North Dakota,762062,0,45
2020-03-25,Ohio,11689100,11,704
2020-03-25,Oklahoma,3956971,5,164
2020-03-25,Oregon,4217737,10,266
2020-03-25,Pennsylvania,12801989,15,1260
2020-03-25,Rhode Island,1059361,0,132
2020-03-25,South Carolina,5148714,7,424
2020-03-25,South Dakota,884659,1,41
2020-03-25,Tennessee,6829174,3,916
2020-03-25,Texas,28995881,15,1229
2020-03-25,Utah,3205958,1,340
2020-03-25,Vermont,623989,8,125
2020-03-25,Virginia,8535519,9,396
2020-03-25,Washington,7614893,133,2591
2020-03-25,West Virginia,1792147,0,39
2020-03-25,Wisconsin,5822434,7,621
2020-03-25,Wyoming,578759,0,44
2020-03-26,Alabama,4903185,1,517
2020-03-26,Alaska,731545,1,56
2020-03-26,Arizona,7278717,8,508
2020-03-26,Arkansas,3017804,2,335
2020-03-26,California,39512223,81,3899
2020-03-26,Colorado,5758736,19,1430
2020-03-26,Connecticut,3565287,21,1012
2020-03-26,Delaware,973764,1,130
2020-03-26,District of Columbia,705749,3,231
2020-03-26,Florida,21477737,29,2357
2020-03-26,Georgia,10617423,48,1525
2020-03-26,Hawaii,1415872,0,95
2020-03-26,Idaho,1787065,3,146
2020-03-26,Illinois,12671821,26,2538
2020-03-26,Indiana,6732219,17,645
2020-03-26,Iowa,3155070,1,179
2020-03-26,Kansas,2913314,3,172
2020-03-26,Kentucky,4467673,5,247
2020-03-26,Louisiana,4648794,83,2304
2020-03-26,Maine,1344212,0,155
2020-03-26,Maryland,6045680,4,583
2020-03-26,Massachusetts,6892503,25,2417
2020-03-26,Michigan,9986857,61,2845
2020-03-26,Minnesota,5639632,2,344
2020-03-26,Mississippi,2976149,6,485
2020-03-26,Missouri,6626371,9,520
2020-03-26,Montana,1068778,0,90
2020-03-26,Nebraska,1934408,0,74
2020-03-26,Nevada,3080156,10,420
2020-03-26,New Hampshire,1359711,1,137
2020-03-26,New Jersey,8882190,81,6876
2020-03-26,New Mexico,2096829,1,113
2020-03-26,New York,23628065,385,37877
2020-03-26,North Carolina,10488084,3,738
2020-03-26,North Dakota,762062,0,51
2020-03-26,Ohio,11689100,15,868
2020-03-26,Oklahoma,3956971,7,248
2020-03-26,Oregon,4217737,11,316
2020-03-26,Pennsylvania,12801989,18,1795
2020-03-26,Rhode Island,1059361,0,165
2020-03-26,South Carolina,5148714,9,424
2020-03-26,South Dakota,884659,1,46
2020-03-26,Tennessee,6829174,3,1097
2020-03-26,Texas,28995881,21,1563
2020-03-26,Utah,3205958,1,396
2020-03-26,Vermont,623989,9,158
2020-03-26,Virginia,8535519,10,466
2020-03-26,Washington,7614893,150,3207
2020-03-26,West Virginia,1792147,0,52
2020-03-26,Wisconsin,5822434,10,728
2020-03-26,Wyoming,578759,0,53
2020-03-27,Alabama,4903185,4,587
2020-03-27,Alaska,731545,1,58
2020-03-27,Arizona,7278717,13,665
2020-03-27,Arkansas,3017804,3,381
2020-03-27,California,39512223,94,4657
2020-03-27,Colorado,5758736,27,1433
2020-03-27,Connecticut,3565287,27,1291
2020-03-27,Delaware,973764,2,163
2020-03-27,District of Columbia,705749,3,271
2020-03-27,Florida,21477737,35,2900
2020-03-27,Georgia,10617423,64,2000
2020-03-27,Hawaii,1415872,0,106
2020-03-27,Idaho,1787065,3,205
2020-03-27,Illinois,12671821,34,3024
2020-03-27,Indiana,6732219,25,979
2020-03-27,Iowa,3155070,3,235
2020-03-27,Kansas,2913314,4,206
2020-03-27,Kentucky,4467673,7,301
2020-03-27,Louisiana,4648794,119,2744
2020-03-27,Maine,1344212,1,168
2020-03-27,Maryland,6045680,5,775
2020-03-27,Massachusetts,6892503,35,3240
2020-03-27,Michigan,9986857,92,3634
2020-03-27,Minnesota,5639632,4,396
2020-03-27,Mississippi,2976149,8,579
2020-03-27,Missouri,6626371,9,666
2020-03-27,Montana,1068778,1,109
2020-03-27,Nebraska,1934408,0,82
2020-03-27,Nevada,3080156,10,536
2020-03-27,New Hampshire,1359711,1,158
2020-03-27,New Jersey,8882190,108,8825
2020-03-27,New Mexico,2096829,1,136
2020-03-27,New York,23628065,527,44876
2020-03-27,North Carolina,10488084,4,887
2020-03-27,North Dakota,762062,1,68
2020-03-27,Ohio,11689100,19,1137
2020-03-27,Oklahoma,3956971,8,322
2020-03-27,Oregon,4217737,12,416
2020-03-27,Pennsylvania,12801989,22,2345
2020-03-27,Rhode Island,1059361,0,203
2020-03-27,South Carolina,5148714,13,542
2020-03-27,South Dakota,884659,1,58
2020-03-27,Tennessee,6829174,6,1318
2020-03-27,Texas,28995881,26,1937
2020-03-27,Utah,3205958,1,472
2020-03-27,Vermont,623989,10,184
2020-03-27,Virginia,8535519,10,607
2020-03-27,Washington,7614893,157,3477
2020-03-27,West Virginia,1792147,0,76
2020-03-27,Wisconsin,5822434,14,926
2020-03-27,Wyoming,578759,0,70
2020-03-28,Alabama,4903185,4,694
2020-03-28,Alaska,731545,2,85
2020-03-28,Arizona,7278717,15,773
2020-03-28,Arkansas,3017804,5,409
2020-03-28,California,39512223,110,5095
2020-03-28,Colorado,5758736,31,1740
2020-03-28,Connecticut,3565287,33,1524
2020-03-28,Delaware,973764,5,214
2020-03-28,District of Columbia,705749,4,304
2020-03-28,Florida,21477737,54,3763
2020-03-28,Georgia,10617423,69,2366
2020-03-28,Hawaii,1415872,0,149
2020-03-28,Idaho,1787065,4,234
2020-03-28,Illinois,12671821,47,3491
2020-03-28,Indiana,6732219,31,1233
2020-03-28,Iowa,3155070,3,298
2020-03-28,Kansas,2913314,4,266
2020-03-28,Kentucky,4467673,9,380
2020-03-28,Louisiana,4648794,137,3315
2020-03-28,Maine,1344212,1,211
2020-03-28,Maryland,6045680,5,995
2020-03-28,Massachusetts,6892503,44,4257
2020-03-28,Michigan,9986857,111,4650
2020-03-28,Minnesota,5639632,5,441
2020-03-28,Mississippi,2976149,13,663
2020-03-28,Missouri,6626371,10,836
2020-03-28,Montana,1068778,1,129
2020-03-28,Nebraska,1934408,2,96
2020-03-28,Nevada,3080156,10,626
2020-03-28,New Hampshire,1359711,2,187
2020-03-28,New Jersey,8882190,140,11124
2020-03-28,New Mexico,2096829,1,208
2020-03-28,New York,23628065,883,52410
2020-03-28,North Carolina,10488084,5,1020
2020-03-28,North Dakota,762062,1,94
2020-03-28,Ohio,11689100,25,1406
2020-03-28,Oklahoma,3956971,15,377
2020-03-28,Oregon,4217737,13,479
2020-03-28,Pennsylvania,12801989,34,2845
2020-03-28,Rhode Island,1059361,2,239
2020-03-28,South Carolina,5148714,15,660
2020-03-28,South Dakota,884659,1,68
2020-03-28,Tennessee,6829174,7,1511
2020-03-28,Texas,28995881,30,2455
2020-03-28,Utah,3205958,1,602
2020-03-28,Vermont,623989,12,211
2020-03-28,Virginia,8535519,13,740
2020-03-28,Washington,7614893,188,4030
2020-03-28,West Virginia,1792147,0,96
2020-03-28,Wisconsin,5822434,17,1055
2020-03-28,Wyoming,578759,0,82
2020-03-29,Alabama,4903185,10,825
2020-03-29,Alaska,731545,2,102
2020-03-29,Arizona,7278717,17,919
2020-03-29,Arkansas,3017804,6,426
2020-03-29,California,39512223,124,5852
2020-03-29,Colorado,5758736,47,2307
2020-03-29,Connecticut,3565287,34,1993
2020-03-29,Delaware,973764,6,232
2020-03-29,District of Columbia,705749,5,342
2020-03-29,Florida,21477737,56,4246
2020-03-29,Georgia,10617423,80,2651
2020-03-29,Hawaii,1415872,0,149
2020-03-29,Idaho,1787065,5,281
2020-03-29,Illinois,12671821,66,4596
2020-03-29,Indiana,6732219,32,1513
2020-03-29,Iowa,3155070,4,336
2020-03-29,Kansas,2913314,7,330
2020-03-29,Kentucky,4467673,9,438
2020-03-29,Louisiana,4648794,151,3540
2020-03-29,Maine,1344212,3,253
2020-03-29,Maryland,6045680,10,1239
2020-03-29,Massachusetts,6892503,48,4955
2020-03-29,Michigan,9986857,132,5488
2020-03-29,Minnesota,5639632,9,503
2020-03-29,Mississippi,2976149,14,759
2020-03-29,Missouri,6626371,13,915
2020-03-29,Montana,1068778,1,154
2020-03-29,Nebraska,1934408,2,108
2020-03-29,Nevada,3080156,15,920
2020-03-29,New Hampshire,1359711,2,214
2020-03-29,New Jersey,8882190,161,13386
2020-03-29,New Mexico,2096829,2,237
2020-03-29,New York,23628065,1063,59648
2020-03-29,North Carolina,10488084,7,1191
2020-03-29,North Dakota,762062,1,98
2020-03-29,Ohio,11689100,29,1653
2020-03-29,Oklahoma,3956971,16,429
2020-03-29,Oregon,4217737,13,548
2020-03-29,Pennsylvania,12801989,41,3432
2020-03-29,Rhode Island,1059361,3,294
2020-03-29,South Carolina,5148714,16,774
2020-03-29,South Dakota,884659,1,90
2020-03-29,Tennessee,6829174,8,1720
2020-03-29,Texas,28995881,37,2792
2020-03-29,Utah,3205958,2,720
2020-03-29,Vermont,623989,12,235
2020-03-29,Virginia,8535519,20,890
2020-03-29,Washington,7614893,198,4465
2020-03-29,West Virginia,1792147,0,113
2020-03-29,Wisconsin,5822434,18,1164
2020-03-29,Wyoming,578759,0,86
2020-03-30,Alabama,4903185,10,899
2020-03-30,Alaska,731545,3,114
2020-03-30,Arizona,7278717,20,1157
2020-03-30,Arkansas,3017804,7,473
2020-03-30,California,39512223,146,7138
2020-03-30,Colorado,5758736,47,2311
2020-03-30,Connecticut,3565287,36,2571
2020-03-30,Delaware,973764,6,264
2020-03-30,District of Columbia,705749,9,401
2020-03-30,Florida,21477737,63,5473
2020-03-30,Georgia,10617423,87,2808
2020-03-30,Hawaii,1415872,0,175
2020-03-30,Idaho,1787065,6,340
2020-03-30,Illinois,12671821,73,5056
2020-03-30,Indiana,6732219,35,1786
2020-03-30,Iowa,3155070,6,424
2020-03-30,Kansas,2913314,8,372
2020-03-30,Kentucky,4467673,11,479
2020-03-30,Louisiana,4648794,185,4025
2020-03-30,Maine,1344212,3,275
2020-03-30,Maryland,6045680,15,1413
2020-03-30,Massachusetts,6892503,56,5752
2020-03-30,Michigan,9986857,184,6498
2020-03-30,Minnesota,5639632,10,576
2020-03-30,Mississippi,2976149,16,847
2020-03-30,Missouri,6626371,13,1051
2020-03-30,Montana,1068778,5,171
2020-03-30,Nebraska,1934408,2,145
2020-03-30,Nevada,3080156,15,1012
2020-03-30,New Hampshire,1359711,3,314
2020-03-30,New Jersey,8882190,198,16636
2020-03-30,New Mexico,2096829,2,237
2020-03-30,New York,23628065,1342,66663
2020-03-30,North Carolina,10488084,7,1313
2020-03-30,North Dakota,762062,2,109
2020-03-30,Ohio,11689100,40,1933
2020-03-30,Oklahoma,3956971,16,481
2020-03-30,Oregon,4217737,16,606
2020-03-30,Pennsylvania,12801989,50,4155
2020-03-30,Rhode Island,1059361,4,408
2020-03-30,South Carolina,5148714,18,925
2020-03-30,South Dakota,884659,1,101
2020-03-30,Tennessee,6829174,14,1917
2020-03-30,Texas,28995881,45,3147
2020-03-30,Utah,3205958,4,798
2020-03-30,Vermont,623989,12,256
2020-03-30,Virginia,8535519,15,1020
2020-03-30,Washington,7614893,205,4923
2020-03-30,West Virginia,1792147,1,145
2020-03-30,Wisconsin,5822434,20,1230
